scenario,sim,metric,value
"Mass TxV 50/90, 35%",6,cancers,71050.99233604208
"Mass TxV 50/90, 35%",6,cancers_no_hiv,66943.53797571229
"Mass TxV 50/90, 35%",6,cancers_with_hiv,3520.679078470451
"Mass TxV 50/90, 35%",6,dalys,1265866.3727438792
"Mass TxV 50/90, 35%",6,excisions,0.0
"Mass TxV 50/90, 35%",6,leeps,34551.5048
"Mass TxV 50/90, 35%",6,screens,6744692.0232
"Mass TxV 50/90, 35%",6,txvs,3246947.8778
"Mass TxV 50/90, 35%",6,vaccinations,13548955.6064
"Mass TxV 50/90, 35%",6,yld,87670.32057246793
"Mass TxV 50/90, 35%",6,yll,1178196.0521714115
"Mass TxV 50/90, 35%",7,ablations,1033864.4238
"Mass TxV 50/90, 35%",7,asr_cancer_incidence,759.7325719856797
"Mass TxV 50/90, 35%",7,cancer_deaths,78717.85133138392
"Mass TxV 50/90, 35%",7,cancer_incidence,727.1319115161896
"Mass TxV 50/90, 35%",7,cancer_incidence_no_hiv,694.0652860403061
"Mass TxV 50/90, 35%",7,cancer_incidence_with_hiv,4070.688063621521
"Mass TxV 50/90, 35%",7,cancer_treatments,97697.3584
"Mass TxV 50/90, 35%",7,cancers,88910.54441149495
"Mass TxV 50/90, 35%",7,cancers_no_hiv,84317.58287662257
"Mass TxV 50/90, 35%",7,cancers_with_hiv,3985.337206125148
"Mass TxV 50/90, 35%",7,dalys,1770107.0877454816
"Mass TxV 50/90, 35%",7,excisions,0.0
"Mass TxV 50/90, 35%",7,leeps,50933.6838
"Mass TxV 50/90, 35%",7,screens,7860169.4842
"Mass TxV 50/90, 35%",7,txvs,3081338.941
"Mass TxV 50/90, 35%",7,vaccinations,13548359.8908
"Mass TxV 50/90, 35%",7,yld,117016.29685189015
"Mass TxV 50/90, 35%",7,yll,1653090.7908935915
"Mass TxV 50/90, 35%",8,ablations,979654.3042
"Mass TxV 50/90, 35%",8,asr_cancer_incidence,730.0521593383896
"Mass TxV 50/90, 35%",8,cancer_deaths,76212.86839232381
"Mass TxV 50/90, 35%",8,cancer_incidence,683.2513061761856
"Mass TxV 50/90, 35%",8,cancer_incidence_no_hiv,654.3401228189468
"Mass TxV 50/90, 35%",8,cancer_incidence_with_hiv,3362.1796329021454
"Mass TxV 50/90, 35%",8,cancer_treatments,111696.675
"Mass TxV 50/90, 35%",8,cancers,81812.59441116593
"Mass TxV 50/90, 35%",8,cancers_no_hiv,77627.69693468898
"Mass TxV 50/90, 35%",8,cancers_with_hiv,3583.2292045310815
"Mass TxV 50/90, 35%",8,dalys,1701222.557551818
"Mass TxV 50/90, 35%",8,excisions,0.0
"Mass TxV 50/90, 35%",8,leeps,43487.2388
"Mass TxV 50/90, 35%",8,screens,7762769.9836
"Mass TxV 50/90, 35%",8,txvs,3196609.9096
"Mass TxV 50/90, 35%",8,vaccinations,13531381.996199999
"Mass TxV 50/90, 35%",8,yld,105264.30511986939
"Mass TxV 50/90, 35%",8,yll,1595958.2524319484
"Mass TxV 50/90, 35%",9,ablations,602566.3294
"Mass TxV 50/90, 35%",9,asr_cancer_incidence,705.2644296683025
"Mass TxV 50/90, 35%",9,cancer_deaths,70038.2759929134
"Mass TxV 50/90, 35%",9,cancer_incidence,631.2830466032028
"Mass TxV 50/90, 35%",9,cancer_incidence_no_hiv,597.1109704971313
"Mass TxV 50/90, 35%",9,cancer_incidence_with_hiv,3853.6955060958862
"Mass TxV 50/90, 35%",9,cancer_treatments,78336.6014
"Mass TxV 50/90, 35%",9,cancers,71610.96530820208
"Mass TxV 50/90, 35%",9,cancers_no_hiv,66994.1741972649
"Mass TxV 50/90, 35%",9,cancers_with_hiv,4041.9301829765727
"Mass TxV 50/90, 35%",9,dalys,1214000.1161247008
"Mass TxV 50/90, 35%",9,excisions,0.0
"Mass TxV 50/90, 35%",9,leeps,31275.069
"Mass TxV 50/90, 35%",9,screens,6551680.1688
"Mass TxV 50/90, 35%",9,txvs,3396472.4934
"Mass TxV 50/90, 35%",9,vaccinations,13525126.9824
"Mass TxV 50/90, 35%",9,yld,86781.0855818233
"Mass TxV 50/90, 35%",9,yll,1127219.0305428775
"Mass TxV 50/90, 70%",0,ablations,285049.9146
"Mass TxV 50/90, 70%",0,asr_cancer_incidence,447.8442502416324
"Mass TxV 50/90, 70%",0,cancer_deaths,44222.94276715044
"Mass TxV 50/90, 70%",0,cancer_incidence,381.99953849613667
"Mass TxV 50/90, 70%",0,cancer_incidence_no_hiv,360.7078847140074
"Mass TxV 50/90, 70%",0,cancer_incidence_with_hiv,2461.8168017864227
"Mass TxV 50/90, 70%",0,cancer_treatments,41997.9498
"Mass TxV 50/90, 70%",0,cancers,41551.15896726958
"Mass TxV 50/90, 70%",0,cancers_no_hiv,38676.83358836121
"Mass TxV 50/90, 70%",0,cancers_with_hiv,2502.005440219273
"Mass TxV 50/90, 70%",0,dalys,606640.0997292064
"Mass TxV 50/90, 70%",0,excisions,0.0
"Mass TxV 50/90, 70%",0,leeps,14892.89
"Mass TxV 50/90, 70%",0,screens,5672106.0854
"Mass TxV 50/90, 70%",0,txvs,6238333.7632
"Mass TxV 50/90, 70%",0,vaccinations,13517382.6796
"Mass TxV 50/90, 70%",0,yld,46014.78575090114
"Mass TxV 50/90, 70%",0,yll,560625.3139783053
"Mass TxV 50/90, 70%",1,ablations,860809.042
"Mass TxV 50/90, 70%",1,asr_cancer_incidence,651.4439888577706
"Mass TxV 50/90, 70%",1,cancer_deaths,68152.83625481804
"Mass TxV 50/90, 70%",1,cancer_incidence,605.277528822422
"Mass TxV 50/90, 70%",1,cancer_incidence_no_hiv,570.561723947525
"Mass TxV 50/90, 70%",1,cancer_incidence_with_hiv,3570.021404027939
"Mass TxV 50/90, 70%",1,cancer_treatments,93825.207
"Mass TxV 50/90, 70%",1,cancers,73177.69644678567
"Mass TxV 50/90, 70%",1,cancers_no_hiv,68563.88421171135
"Mass TxV 50/90, 70%",1,cancers_with_hiv,4038.9516039335426
"Mass TxV 50/90, 70%",1,dalys,1385131.7100223415
"Mass TxV 50/90, 70%",1,excisions,0.0
"Mass TxV 50/90, 70%",1,leeps,47061.5324
"Mass TxV 50/90, 70%",1,screens,7598650.3358
"Mass TxV 50/90, 70%",1,txvs,6651164.674
"Mass TxV 50/90, 70%",1,vaccinations,13536147.720999999
"Mass TxV 50/90, 70%",1,yld,93914.34239501084
"Mass TxV 50/90, 70%",1,yll,1291217.3676273306
"Mass TxV 50/90, 70%",2,ablations,553717.6502
"Mass TxV 50/90, 70%",2,asr_cancer_incidence,505.41001325672926
"Mass TxV 50/90, 70%",2,cancer_deaths,52354.460431080275
"Mass TxV 50/90, 70%",2,cancer_incidence,455.15080136060715
"Mass TxV 50/90, 70%",2,cancer_incidence_no_hiv,425.4540212750435
"Mass TxV 50/90, 70%",2,cancer_incidence_with_hiv,3136.5823323726654
"Mass TxV 50/90, 70%",2,cancer_treatments,61060.849
"Mass TxV 50/90, 70%",2,cancers,53027.618779947596
"Mass TxV 50/90, 70%",2,cancers_no_hiv,49215.04232901956
"Mass TxV 50/90, 70%",2,cancers_with_hiv,3383.664484656111
"Mass TxV 50/90, 70%",2,dalys,975303.4303891642
"Mass TxV 50/90, 70%",2,excisions,0.0
"Mass TxV 50/90, 70%",2,leeps,27998.6332
"Mass TxV 50/90, 70%",2,screens,6567466.6322
"Mass TxV 50/90, 70%",2,txvs,6058725.5098
"Mass TxV 50/90, 70%",2,vaccinations,13559976.345
"Mass TxV 50/90, 70%",2,yld,64214.35950087431
"Mass TxV 50/90, 70%",2,yll,911089.07088829
"Mass TxV 50/90, 70%",3,ablations,878382.6522
"Mass TxV 50/90, 70%",3,asr_cancer_incidence,735.2927826916807
"Mass TxV 50/90, 70%",3,cancer_deaths,73552.99820179556
"Mass TxV 50/90, 70%",3,cancer_incidence,676.2444759011269
"Mass TxV 50/90, 70%",3,cancer_incidence_no_hiv,639.7339763641357
"Mass TxV 50/90, 70%",3,cancer_incidence_with_hiv,3974.034083843231
"Mass TxV 50/90, 70%",3,cancer_treatments,86676.6198
"Mass TxV 50/90, 70%",3,cancers,80624.1411227805
"Mass TxV 50/90, 70%",3,cancers_no_hiv,75620.13534209468
"Mass TxV 50/90, 70%",3,cancers_with_hiv,4348.7236995779385
"Mass TxV 50/90, 70%",3,dalys,1487707.7481621557
"Mass TxV 50/90, 70%",3,excisions,0.0
"Mass TxV 50/90, 70%",3,leeps,41402.2342
"Mass TxV 50/90, 70%",3,screens,7845872.3098
"Mass TxV 50/90, 70%",3,txvs,7129524.3008
"Mass TxV 50/90, 70%",3,vaccinations,13540913.445799999
"Mass TxV 50/90, 70%",3,yld,103557.0319354742
"Mass TxV 50/90, 70%",3,yll,1384150.7162266816
"Mass TxV 50/90, 70%",4,ablations,496528.9526
"Mass TxV 50/90, 70%",4,asr_cancer_incidence,623.4651853607508
"Mass TxV 50/90, 70%",4,cancer_deaths,61739.959438824444
"Mass TxV 50/90, 70%",4,cancer_incidence,544.6728149652481
"Mass TxV 50/90, 70%",4,cancer_incidence_no_hiv,515.7939758896828
"Mass TxV 50/90, 70%",4,cancer_incidence_with_hiv,3308.3827381134033
"Mass TxV 50/90, 70%",4,cancer_treatments,63741.5692
"Mass TxV 50/90, 70%",4,cancers,61972.28865966116
"Mass TxV 50/90, 70%",4,cancers_no_hiv,57891.63962438711
"Mass TxV 50/90, 70%",4,cancers_with_hiv,3398.5573582339307
"Mass TxV 50/90, 70%",4,dalys,971531.338821671
"Mass TxV 50/90, 70%",4,excisions,0.0
"Mass TxV 50/90, 70%",4,leeps,25020.0552
"Mass TxV 50/90, 70%",4,screens,6565679.4854
"Mass TxV 50/90, 70%",4,txvs,6980595.4008
"Mass TxV 50/90, 70%",4,vaccinations,13525126.9824
"Mass TxV 50/90, 70%",4,yld,73328.20256321227
"Mass TxV 50/90, 70%",4,yll,898203.1362584587
"Mass TxV 50/90, 70%",5,ablations,1458311.7888
"Mass TxV 50/90, 70%",5,asr_cancer_incidence,867.3097854156232
"Mass TxV 50/90, 70%",5,cancer_deaths,94528.14223359367
"Mass TxV 50/90, 70%",5,cancer_incidence,843.1577488183975
"Mass TxV 50/90, 70%",5,cancer_incidence_no_hiv,809.1105954647064
"Mass TxV 50/90, 70%",5,cancer_incidence_with_hiv,4125.851064682007
"Mass TxV 50/90, 70%",5,cancer_treatments,149226.7578
"Mass TxV 50/90, 70%",5,cancers,105897.3726792074
"Mass TxV 50/90, 70%",5,cancers_no_hiv,100944.00459585122
"Mass TxV 50/90, 70%",5,cancers_with_hiv,4247.452073698082
"Mass TxV 50/90, 70%",5,dalys,2275020.5757691874
"Mass TxV 50/90, 70%",5,excisions,0.0
"Mass TxV 50/90, 70%",5,leeps,64039.427
"Mass TxV 50/90, 70%",5,screens,9730716.4682
"Mass TxV 50/90, 70%",5,txvs,7655839.0334
"Mass TxV 50/90, 70%",5,vaccinations,13564146.3542
"Mass TxV 50/90, 70%",5,yld,139595.181255979
"Mass TxV 50/90, 70%",5,yll,2135425.3945132084
"Mass TxV 50/90, 70%",6,ablations,439340.255
"Mass TxV 50/90, 70%",6,asr_cancer_incidence,509.838913998212
"Mass TxV 50/90, 70%",6,cancer_deaths,50334.98433035188
"Mass TxV 50/90, 70%",6,cancer_incidence,447.951481372118
"Mass TxV 50/90, 70%",6,cancer_incidence_no_hiv,422.12557566165924
"Mass TxV 50/90, 70%",6,cancer_incidence_with_hiv,2816.537815093994
"Mass TxV 50/90, 70%",6,cancer_treatments,49444.3948
"Mass TxV 50/90, 70%",6,cancers,50543.48504755873
"Mass TxV 50/90, 70%",6,cancers_no_hiv,46998.98033767555
"Mass TxV 50/90, 70%",6,cancers_with_hiv,3076.8709758219925
"Mass TxV 50/90, 70%",6,dalys,825959.3337902237
"Mass TxV 50/90, 70%",6,excisions,0.0
"Mass TxV 50/90, 70%",6,leeps,23530.7662
"Mass TxV 50/90, 70%",6,screens,6234461.6118
"Mass TxV 50/90, 70%",6,txvs,6478407.15
"Mass TxV 50/90, 70%",6,vaccinations,13541807.019199999
"Mass TxV 50/90, 70%",6,yld,59812.63352846668
"Mass TxV 50/90, 70%",6,yll,766146.700261757
"Mass TxV 50/90, 70%",7,ablations,770855.9863999999
"Mass TxV 50/90, 70%",7,asr_cancer_incidence,590.0007552961964
"Mass TxV 50/90, 70%",7,cancer_deaths,61227.64301843059
"Mass TxV 50/90, 70%",7,cancer_incidence,551.1236310005188
"Mass TxV 50/90, 70%",7,cancer_incidence_no_hiv,521.0929685235023
"Mass TxV 50/90, 70%",7,cancer_incidence_with_hiv,3556.9685089588165
"Mass TxV 50/90, 70%",7,cancer_treatments,77740.8858
"Mass TxV 50/90, 70%",7,cancers,66586.10429290622
"Mass TxV 50/90, 70%",7,cancers_no_hiv,62556.09272693762
"Mass TxV 50/90, 70%",7,cancers_with_hiv,3550.4648428249952
"Mass TxV 50/90, 70%",7,dalys,1267598.1320176113
"Mass TxV 50/90, 70%",7,excisions,0.0
"Mass TxV 50/90, 70%",7,leeps,38423.6562
"Mass TxV 50/90, 70%",7,screens,7201010.1728
"Mass TxV 50/90, 70%",7,txvs,6189782.9418
"Mass TxV 50/90, 70%",7,vaccinations,13547764.1752
"Mass TxV 50/90, 70%",7,yld,85306.32139675411
"Mass TxV 50/90, 70%",7,yll,1182291.8106208572
"Mass TxV 50/90, 70%",8,ablations,678222.2106
"Mass TxV 50/90, 70%",8,asr_cancer_incidence,565.068040478913
"Mass TxV 50/90, 70%",8,cancer_deaths,59565.59816214738
"Mass TxV 50/90, 70%",8,cancer_incidence,518.5101942420006
"Mass TxV 50/90, 70%",8,cancer_incidence_no_hiv,492.83832120895386
"Mass TxV 50/90, 70%",8,cancer_incidence_with_hiv,2854.1088337898254
"Mass TxV 50/90, 70%",8,cancer_treatments,90548.7712
"Mass TxV 50/90, 70%",8,cancers,61397.42347524898
"Mass TxV 50/90, 70%",8,cancers_no_hiv,57855.89683787334
"Mass TxV 50/90, 70%",8,cancers_with_hiv,3082.828126140806
"Mass TxV 50/90, 70%",8,dalys,1200457.5478795976
"Mass TxV 50/90, 70%",8,excisions,0.0
"Mass TxV 50/90, 70%",8,leeps,28892.2066
"Mass TxV 50/90, 70%",8,screens,7135183.598999999
"Mass TxV 50/90, 70%",8,txvs,6462918.5444
"Mass TxV 50/90, 70%",8,vaccinations,13542700.5926
"Mass TxV 50/90, 70%",8,yld,76626.1916716933
"Mass TxV 50/90, 70%",8,yll,1123831.3562079044
"Mass TxV 50/90, 70%",9,ablations,411639.4796
"Mass TxV 50/90, 70%",9,asr_cancer_incidence,551.0648838311811
"Mass TxV 50/90, 70%",9,cancer_deaths,54639.02933929113
"Mass TxV 50/90, 70%",9,cancer_incidence,478.46557638049126
"Mass TxV 50/90, 70%",9,cancer_incidence_no_hiv,450.76154294610023
"Mass TxV 50/90, 70%",9,cancer_incidence_with_hiv,2996.298315048218
"Mass TxV 50/90, 70%",9,cancer_treatments,59273.7022
"Mass TxV 50/90, 70%",9,cancers,53271.86227645577
"Mass TxV 50/90, 70%",9,cancers_no_hiv,49614.17170663152
"Mass TxV 50/90, 70%",9,cancers_with_hiv,3163.249688178186
"Mass TxV 50/90, 70%",9,dalys,837380.1497739746
"Mass TxV 50/90, 70%",9,excisions,0.0
"Mass TxV 50/90, 70%",9,leeps,18169.3258
"Mass TxV 50/90, 70%",9,screens,6297607.4654
"Mass TxV 50/90, 70%",9,txvs,6780137.1014
"Mass TxV 50/90, 70%",9,vaccinations,13566231.3588
"Mass TxV 50/90, 70%",9,yld,61230.181994710736
"Mass TxV 50/90, 70%",9,yll,776149.9677792639
"Mass TxV 90/0, 18%",0,ablations,532569.7464
"Mass TxV 90/0, 18%",0,asr_cancer_incidence,680.4293764582899
"Mass TxV 90/0, 18%",0,cancer_deaths,67029.91290153537
"Mass TxV 90/0, 18%",0,cancer_incidence,607.280335098505
"Mass TxV 90/0, 18%",0,cancer_incidence_no_hiv,578.5010100901127
"Mass TxV 90/0, 18%",0,cancer_incidence_with_hiv,3498.788674592972
"Mass TxV 90/0, 18%",0,cancer_treatments,76847.3124
"Mass TxV 90/0, 18%",0,cancers,67935.40164631297
"Mass TxV 90/0, 18%",0,cancers_no_hiv,63929.217184760084
"Mass TxV 90/0, 18%",0,cancers_with_hiv,3490.893278053686
"Mass TxV 90/0, 18%",0,dalys,1189389.8149394891
"Mass TxV 90/0, 18%",0,excisions,0.0
"Mass TxV 90/0, 18%",0,leeps,23530.7662
"Mass TxV 90/0, 18%",0,screens,6026556.8674
"Mass TxV 90/0, 18%",0,txvs,1612304.2714
"Mass TxV 90/0, 18%",0,vaccinations,13557295.6248
"Mass TxV 90/0, 18%",0,yld,81801.88554488367
"Mass TxV 90/0, 18%",0,yll,1107587.9293946053
"Mass TxV 90/0, 18%",1,ablations,1056799.4744
"Mass TxV 90/0, 18%",1,asr_cancer_incidence,887.7416826317757
"Mass TxV 90/0, 18%",1,cancer_deaths,91105.75712959131
"Mass TxV 90/0, 18%",1,cancer_incidence,829.5240430831909
"Mass TxV 90/0, 18%",1,cancer_incidence_no_hiv,785.5913746356964
"Mass TxV 90/0, 18%",1,cancer_incidence_with_hiv,4702.9336569309235
"Mass TxV 90/0, 18%",1,cancer_treatments,122121.698
"Mass TxV 90/0, 18%",1,cancers,98802.40143102009
"Mass TxV 90/0, 18%",1,cancers_no_hiv,92821.42246654724
"Mass TxV 90/0, 18%",1,cancers_with_hiv,5269.104266580941
"Mass TxV 90/0, 18%",1,dalys,1930283.179815504
"Mass TxV 90/0, 18%",1,excisions,0.0
"Mass TxV 90/0, 18%",1,leeps,47657.248
"Mass TxV 90/0, 18%",1,screens,7729409.91
"Mass TxV 90/0, 18%",1,txvs,1725788.0932
"Mass TxV 90/0, 18%",1,vaccinations,13585294.258
"Mass TxV 90/0, 18%",1,yld,127303.40194953301
"Mass TxV 90/0, 18%",1,yll,1802979.777865971
"Mass TxV 90/0, 18%",2,ablations,915317.0194
"Mass TxV 90/0, 18%",2,asr_cancer_incidence,773.5699618703667
"Mass TxV 90/0, 18%",2,cancer_deaths,80579.46160271075
"Mass TxV 90/0, 18%",2,cancer_incidence,722.4041905403137
"Mass TxV 90/0, 18%",2,cancer_incidence_no_hiv,683.6943567991257
"Mass TxV 90/0, 18%",2,cancer_incidence_with_hiv,4359.767522096634
"Mass TxV 90/0, 18%",2,cancer_treatments,115568.8264
"Mass TxV 90/0, 18%",2,cancers,85753.25136210685
"Mass TxV 90/0, 18%",2,cancers_no_hiv,80561.59586345516
"Mass TxV 90/0, 18%",2,cancers_with_hiv,4649.560076401755
"Mass TxV 90/0, 18%",2,dalys,1732746.769872521
"Mass TxV 90/0, 18%",2,excisions,0.0
"Mass TxV 90/0, 18%",2,leeps,47359.3902
"Mass TxV 90/0, 18%",2,screens,7286197.5036
"Mass TxV 90/0, 18%",2,txvs,1554222.0004
"Mass TxV 90/0, 18%",2,vaccinations,13573677.8038
"Mass TxV 90/0, 18%",2,yld,109369.08684318382
"Mass TxV 90/0, 18%",2,yll,1623377.683029337
"Mass TxV 90/0, 18%",3,ablations,1457120.3576
"Mass TxV 90/0, 18%",3,asr_cancer_incidence,1086.047250505094
"Mass TxV 90/0, 18%",3,cancer_deaths,109394.22276914984
"Mass TxV 90/0, 18%",3,cancer_incidence,1029.8532108068466
"Mass TxV 90/0, 18%",3,cancer_incidence_no_hiv,988.9294428825378
"Mass TxV 90/0, 18%",3,cancer_incidence_with_hiv,4662.60476565361
"Mass TxV 90/0, 18%",3,cancer_treatments,143269.6018
"Mass TxV 90/0, 18%",3,cancers,125034.73267138869
"Mass TxV 90/0, 18%",3,cancers_no_hiv,118961.42187322302
"Mass TxV 90/0, 18%",3,cancers_with_hiv,5146.982580742231
"Mass TxV 90/0, 18%",3,dalys,2543021.725154381
"Mass TxV 90/0, 18%",3,excisions,0.0
"Mass TxV 90/0, 18%",3,leeps,65230.8582
"Mass TxV 90/0, 18%",3,screens,9108789.3818
"Mass TxV 90/0, 18%",3,txvs,1839569.7728
"Mass TxV 90/0, 18%",3,vaccinations,13536147.721
"Mass TxV 90/0, 18%",3,yld,167044.68546303434
"Mass TxV 90/0, 18%",3,yll,2375977.0396913467
"Mass TxV 90/0, 18%",4,ablations,845320.4364
"Mass TxV 90/0, 18%",4,asr_cancer_incidence,903.4749094575767
"Mass TxV 90/0, 18%",4,cancer_deaths,89291.80404250647
"Mass TxV 90/0, 18%",4,cancer_incidence,815.7692482471466
"Mass TxV 90/0, 18%",4,cancer_incidence_no_hiv,779.9318796992302
"Mass TxV 90/0, 18%",4,cancer_incidence_with_hiv,4361.147735595703
"Mass TxV 90/0, 18%",4,cancer_treatments,108420.2392
"Mass TxV 90/0, 18%",4,cancers,94033.69962761867
"Mass TxV 90/0, 18%",4,cancers_no_hiv,88719.9208414109
"Mass TxV 90/0, 18%",4,cancers_with_hiv,4420.209594391454
"Mass TxV 90/0, 18%",4,dalys,1700838.2654742382
"Mass TxV 90/0, 18%",4,excisions,0.0
"Mass TxV 90/0, 18%",4,leeps,41700.092
"Mass TxV 90/0, 18%",4,screens,7118205.7044
"Mass TxV 90/0, 18%",4,txvs,1799656.8276
"Mass TxV 90/0, 18%",4,vaccinations,13555508.478
"Mass TxV 90/0, 18%",4,yld,117788.97340479394
"Mass TxV 90/0, 18%",4,yll,1583049.2920694442
"Mass TxV 90/0, 18%",5,ablations,1786253.2266
"Mass TxV 90/0, 18%",5,asr_cancer_incidence,1195.078693627325
"Mass TxV 90/0, 18%",5,cancer_deaths,128227.77033814172
"Mass TxV 90/0, 18%",5,cancer_incidence,1161.5804500579834
"Mass TxV 90/0, 18%",5,cancer_incidence_no_hiv,1115.5455877780914
"Mass TxV 90/0, 18%",5,cancer_incidence_with_hiv,5784.569714546204
"Mass TxV 90/0, 18%",5,cancer_treatments,184969.6938
"Mass TxV 90/0, 18%",5,cancers,143752.11566768883
"Mass TxV 90/0, 18%",5,cancers_no_hiv,136832.8896246711
"Mass TxV 90/0, 18%",5,cancers_with_hiv,5980.984378799095
"Mass TxV 90/0, 18%",5,dalys,3092803.7363737444
"Mass TxV 90/0, 18%",5,excisions,0.0
"Mass TxV 90/0, 18%",5,leeps,81910.895
"Mass TxV 90/0, 18%",5,screens,10154568.1176
"Mass TxV 90/0, 18%",5,txvs,1948883.5854
"Mass TxV 90/0, 18%",5,vaccinations,13546274.8862
"Mass TxV 90/0, 18%",5,yld,189944.44731665458
"Mass TxV 90/0, 18%",5,yll,2902859.2890570895
"Mass TxV 90/0, 18%",6,ablations,841150.4272
"Mass TxV 90/0, 18%",6,asr_cancer_incidence,802.1858225236854
"Mass TxV 90/0, 18%",6,cancer_deaths,79522.0668335846
"Mass TxV 90/0, 18%",6,cancer_incidence,739.1613941192627
"Mass TxV 90/0, 18%",6,cancer_incidence_no_hiv,704.8166037201881
"Mass TxV 90/0, 18%",6,cancer_incidence_with_hiv,3998.11474609375
"Mass TxV 90/0, 18%",6,cancer_treatments,97399.5006
"Mass TxV 90/0, 18%",6,cancers,86113.65879272806
"Mass TxV 90/0, 18%",6,cancers_no_hiv,81124.5473497462
"Mass TxV 90/0, 18%",6,cancers_with_hiv,4351.7023052515315
"Mass TxV 90/0, 18%",6,dalys,1636238.690315419
"Mass TxV 90/0, 18%",6,excisions,0.0
"Mass TxV 90/0, 18%",6,leeps,40508.6608
"Mass TxV 90/0, 18%",6,screens,7060421.2912
"Mass TxV 90/0, 18%",6,txvs,1662642.2396
"Mass TxV 90/0, 18%",6,vaccinations,13557891.3404
"Mass TxV 90/0, 18%",6,yld,109563.60525315483
"Mass TxV 90/0, 18%",6,yll,1526675.0850622642
"Mass TxV 90/0, 18%",7,ablations,1055608.0432
"Mass TxV 90/0, 18%",7,asr_cancer_incidence,846.832390471309
"Mass TxV 90/0, 18%",7,cancer_deaths,87325.94095979045
"Mass TxV 90/0, 18%",7,cancer_incidence,806.9172726869583
"Mass TxV 90/0, 18%",7,cancer_incidence_no_hiv,770.9375787973404
"Mass TxV 90/0, 18%",7,cancer_incidence_with_hiv,4432.915666818619
"Mass TxV 90/0, 18%",7,cancer_treatments,101271.652
"Mass TxV 90/0, 18%",7,cancers,97745.00549680683
"Mass TxV 90/0, 18%",7,cancers_no_hiv,92627.8144242986
"Mass TxV 90/0, 18%",7,cancers_with_hiv,4417.231006471569
"Mass TxV 90/0, 18%",7,dalys,1955496.6241962775
"Mass TxV 90/0, 18%",7,excisions,0.0
"Mass TxV 90/0, 18%",7,leeps,46465.8168
"Mass TxV 90/0, 18%",7,screens,7777960.7314
"Mass TxV 90/0, 18%",7,txvs,1611410.698
"Mass TxV 90/0, 18%",7,vaccinations,13562954.923
"Mass TxV 90/0, 18%",7,yld,129409.43759107232
"Mass TxV 90/0, 18%",7,yll,1826087.1866052053
"Mass TxV 90/0, 18%",8,ablations,1140497.5162
"Mass TxV 90/0, 18%",8,asr_cancer_incidence,863.1766636823049
"Mass TxV 90/0, 18%",8,cancer_deaths,89586.68212167807
"Mass TxV 90/0, 18%",8,cancer_incidence,814.9230428934097
"Mass TxV 90/0, 18%",8,cancer_incidence_no_hiv,782.011216878891
"Mass TxV 90/0, 18%",8,cancer_incidence_with_hiv,3909.4775836467743
"Mass TxV 90/0, 18%",8,cancer_treatments,130461.7164
"Mass TxV 90/0, 18%",8,cancers,97670.54186181299
"Mass TxV 90/0, 18%",8,cancers_no_hiv,92803.55188552251
"Mass TxV 90/0, 18%",8,cancers_with_hiv,4181.923354169532
"Mass TxV 90/0, 18%",8,dalys,2055534.0114110997
"Mass TxV 90/0, 18%",8,excisions,0.0
"Mass TxV 90/0, 18%",8,leeps,59273.7022
"Mass TxV 90/0, 18%",8,screens,8028459.1412
"Mass TxV 90/0, 18%",8,txvs,1622729.2944
"Mass TxV 90/0, 18%",8,vaccinations,13555806.3358
"Mass TxV 90/0, 18%",8,yld,126772.65725669908
"Mass TxV 90/0, 18%",8,yll,1928761.3541544005
"Mass TxV 90/0, 18%",9,ablations,644862.137
"Mass TxV 90/0, 18%",9,asr_cancer_incidence,796.9621190890032
"Mass TxV 90/0, 18%",9,cancer_deaths,77752.79233949305
"Mass TxV 90/0, 18%",9,cancer_incidence,711.9925799071789
"Mass TxV 90/0, 18%",9,cancer_incidence_no_hiv,673.9689871668816
"Mass TxV 90/0, 18%",9,cancer_incidence_with_hiv,4387.840758085251
"Mass TxV 90/0, 18%",9,cancer_treatments,86974.4776
"Mass TxV 90/0, 18%",9,cancers,79953.9607798443
"Mass TxV 90/0, 18%",9,cancers_no_hiv,74774.21934881283
"Mass TxV 90/0, 18%",9,cancers_with_hiv,4512.545497567107
"Mass TxV 90/0, 18%",9,dalys,1400178.7756110006
"Mass TxV 90/0, 18%",9,excisions,0.0
"Mass TxV 90/0, 18%",9,leeps,28892.2066
"Mass TxV 90/0, 18%",9,screens,6505512.2098
"Mass TxV 90/0, 18%",9,txvs,1754680.2998
"Mass TxV 90/0, 18%",9,vaccinations,13506659.798799999
"Mass TxV 90/0, 18%",9,yld,97756.67741674415
"Mass TxV 90/0, 18%",9,yll,1302422.0981942564
"Mass TxV 90/0, 35%",0,ablations,485806.0718
"Mass TxV 90/0, 35%",0,asr_cancer_incidence,651.325643448906
"Mass TxV 90/0, 35%",0,cancer_deaths,63041.59696601547
"Mass TxV 90/0, 35%",0,cancer_incidence,574.043963611126
"Mass TxV 90/0, 35%",0,cancer_incidence_no_hiv,545.4650647193193
"Mass TxV 90/0, 35%",0,cancer_incidence_with_hiv,3477.410645008087
"Mass TxV 90/0, 35%",0,cancer_treatments,74762.3078
"Mass TxV 90/0, 35%",0,cancers,63443.70607721631
"Mass TxV 90/0, 35%",0,cancers_no_hiv,59514.96436009232
"Mass TxV 90/0, 35%",0,cancers_with_hiv,3440.2574670555696
